genome_id;contig_id;ORF_id;ORF_length_bp;ORF_strand;ORF_start;ORF_end;VR;VR_strand;VR_start;VR_end;VR_position;TR_orig_start;TR_orig_end;VR_length_bp;TR_length_bp;VR_A-N mut;VR_non A-N mut;database;ORF_ftype;ftype;gene;EC_number;COG;product;metagenome_id;genome_length;num_contigs;otu_id;biome;ecosystem_category;ecosystem_type;habitat;domain;phylum
3300014545_3;3300014545.a:Ga0134392_100004;3300014545_3___00449;594;+;80380;80973;VR;+;80820;80894;end;115500;115549;75;50;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014545;2399774;37;OTU-5574;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300014545_3;3300014545.a:Ga0134392_100004;3300014545_3___00487;1452;+;113565;115016;VR;+;114880;114999;end;115500;115549;120;50;22;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014545;2399774;37;OTU-5574;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300014545_3;3300014545.a:Ga0134392_100006;3300014545_3___01469;609;+;45879;46487;VR;+;46272;46380;middle;87356;87446;109;91;18;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014545;2399774;37;OTU-5574;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300014545_3;3300014545.a:Ga0134392_100006;3300014545_3___01522;1359;+;85884;87242;VR;+;87119;87228;end;87356;87446;110;91;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014545;2399774;37;OTU-5574;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300028581_33;3300028581.a:Ga0247840_10000130;3300028581_33___00884;1785;+;67242;69026;VR;+;68874;69017;end;69662;69711;144;50;16;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300028581;3018526;34;OTU-17311;Aquatic;Freshwater;Freshwater;Freshwater;d__Bacteria;p__Bacteroidota
3300028581_33;3300028581.a:Ga0247840_10000130;3300028581_33___00887;939;+;71105;72043;VR;+;71924;72034;end;69662;69711;111;50;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300028581;3018526;34;OTU-17311;Aquatic;Freshwater;Freshwater;Freshwater;d__Bacteria;p__Bacteroidota
3300028581_33;3300028581.a:Ga0247840_10001889;3300028581_33___02771;1239;+;1100;2338;VR;+;2206;2308;end;4013;4054;103;42;12;1;Prodigal:002006;CDS;CDS;egtB_19;1.14.99.50;;Hercynine oxygenase;3300028581;3018526;34;OTU-17311;Aquatic;Freshwater;Freshwater;Freshwater;d__Bacteria;p__Bacteroidota
3300028581_33;3300028581.a:Ga0247840_10001889;3300028581_33___02775;1539;+;4320;5858;VR;+;5726;5857;end;4013;4054;132;42;17;0;Prodigal:002006;CDS;CDS;egtB_20;1.14.99.50;;Hercynine oxygenase;3300028581;3018526;34;OTU-17311;Aquatic;Freshwater;Freshwater;Freshwater;d__Bacteria;p__Bacteroidota
3300008301_1;3300008301.a:Ga0114871_100013;3300008301_1___01478;6789;+;32628;39416;VR;+;39236;39354;end;39579;39616;119;38;16;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300008301;4888651;44;OTU-8482;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Bacteroidota
3300008301_1;3300008301.a:Ga0114871_100045;3300008301_1___02368;7929;-;127158;135086;VR;-;127184;127299;begin;126224;126261;116;38;11;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300008301;4888651;44;OTU-8482;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Bacteroidota
3300008301_1;3300008301.a:Ga0114871_100052;3300008301_1___02820;585;+;56292;56876;VR;+;56682;56794;middle;73030;73079;113;50;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300008301;4888651;44;OTU-8482;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Bacteroidota
3300008301_1;3300008301.a:Ga0114871_100052;3300008301_1___02851;1320;-;73251;74570;VR;-;73302;73413;begin;73030;73079;112;50;19;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300008301;4888651;44;OTU-8482;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Bacteroidota
3300026288_4;3300026288.a:Ga0209572_1000137;3300026288_4___00135;513;-;24483;24995;VR;-;24493;24584;begin;23873;23922;92;50;11;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300026288;5290963;26;OTU-1533;Engineered;Wastewater;Nutrient removal;Wastewater treatment;d__Bacteria;p__Proteobacteria
3300026288_4;3300026288.a:Ga0209572_1000137;3300026288_4___00136;393;-;25024;25416;VR;-;25043;25131;begin;23873;23922;89;50;10;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300026288;5290963;26;OTU-1533;Engineered;Wastewater;Nutrient removal;Wastewater treatment;d__Bacteria;p__Proteobacteria
3300026288_4;3300026288.a:Ga0209572_1000007;3300026288_4___00782;393;+;327390;327782;VR;+;327673;327761;end;328880;328929;89;50;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300026288;5290963;26;OTU-1533;Engineered;Wastewater;Nutrient removal;Wastewater treatment;d__Bacteria;p__Proteobacteria
3300026288_4;3300026288.a:Ga0209572_1000007;3300026288_4___00783;510;+;327811;328320;VR;+;328217;328308;end;328880;328929;92;50;9;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300026288;5290963;26;OTU-1533;Engineered;Wastewater;Nutrient removal;Wastewater treatment;d__Bacteria;p__Proteobacteria
3300014794_17;3300014794.a:Ga0134448_1000157;3300014794_17___00034;912;-;8450;9361;VR;-;8451;8569;begin;5790;5839;119;50;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014794;1835578;38;OTU-14647;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Proteobacteria
3300014794_17;3300014794.a:Ga0134448_1000157;3300014794_17___00034;912;-;8450;9361;VR;-;8492;8544;begin;6050;6099;53;50;15;2;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014794;1835578;38;OTU-14647;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Proteobacteria
3300014794_17;3300014794.a:Ga0134448_1000157;3300014794_17___00034;912;-;8450;9361;VR;-;8483;8545;begin;6307;6356;63;50;22;2;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014794;1835578;38;OTU-14647;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Proteobacteria
3300011951_3;3300011951.a:Ga0120977_100043;3300011951_3___03827;906;+;9028;9933;VR;+;9794;9915;end;11428;11480;122;53;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300011951;4906400;45;OTU-8485;Engineered;Built environment;City;city subway metal;d__Bacteria;p__Proteobacteria
3300011951_3;3300011951.a:Ga0120977_100043;3300011951_3___03828;933;+;10023;10955;VR;+;10816;10937;end;11428;11480;122;53;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300011951;4906400;45;OTU-8485;Engineered;Built environment;City;city subway metal;d__Bacteria;p__Proteobacteria
3300011951_3;3300011951.a:Ga0120977_100033;3300011951_3___04123;933;-;111913;112845;VR;-;111929;112049;begin;111387;111439;121;53;11;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300011951;4906400;45;OTU-8485;Engineered;Built environment;City;city subway metal;d__Bacteria;p__Proteobacteria
3300011951_3;3300011951.a:Ga0120977_100033;3300011951_3___04124;885;-;112935;113819;VR;-;112951;113072;begin;111387;111439;122;53;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300011951;4906400;45;OTU-8485;Engineered;Built environment;City;city subway metal;d__Bacteria;p__Proteobacteria
3300029013_3;3300029013.a:Ga0169598_100249;3300029013_3___00208;6522;+;43597;50118;VR;+;49937;50056;end;50323;50378;120;56;17;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029013;4900594;51;OTU-16537;Host-associated;Human;Digestive system;Human host-associated;d__Bacteria;p__Bacteroidota
3300029013_3;3300029013.a:Ga0169598_100002;3300029013_3___02786;1437;-;447373;448809;VR;-;447402;447511;begin;447066;447103;110;38;11;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029013;4900594;51;OTU-16537;Host-associated;Human;Digestive system;Human host-associated;d__Bacteria;p__Bacteroidota
3300014028_8;3300014028.a:Ga0117810_1000001;3300014028_8___00400;1812;-;90365;92176;VR;-;90381;90496;begin;90204;90241;116;38;29;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014028;1755085;52;OTU-12252;Host-associated;Human;Digestive system;Human gut;d__Bacteria;p__Firmicutes_A
3300014028_8;3300014028.a:Ga0117810_1000019;3300014028_8___01477;1725;-;49021;50745;VR;-;49032;49144;begin;48764;48842;113;79;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014028;1755085;52;OTU-12252;Host-associated;Human;Digestive system;Human gut;d__Bacteria;p__Firmicutes_A
3300028084_7;3300028084.a:Ga0255356_1000129;3300028084_7___00058;1386;+;35414;36799;VR;+;36681;36797;end;37423;37472;117;50;11;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300028084;923747;51;OTU-12014;Terrestrial;Peat;Peat;Soil;d__Bacteria;p__Patescibacteria
3300008299_25;3300008299.a:Ga0114868_1000952;3300008299_25___00356;918;+;19003;19920;VR;+;19790;19873;end;22013;22062;84;50;19;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300008299;1705131;55;OTU-14647;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Proteobacteria
3300008299_25;3300008299.a:Ga0114868_1000952;3300008299_25___00356;918;+;19003;19920;VR;+;19790;19917;end;22270;22319;128;50;18;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300008299;1705131;55;OTU-14647;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Proteobacteria
3300008299_25;3300008299.a:Ga0114868_1000952;3300008299_25___00356;918;+;19003;19920;VR;+;19818;19873;end;22530;22579;56;50;14;3;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300008299;1705131;55;OTU-14647;Host-associated;Human;Digestive system;Human;d__Bacteria;p__Proteobacteria
3300023247_7;3300023247.a:Ga0224529_1001475;3300023247_7___00245;1386;-;11279;12664;VR;-;11279;11395;begin;10605;10654;117;50;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300023247;844529;41;OTU-12014;Terrestrial;Peat;Peat;Soil;d__Bacteria;p__Patescibacteria
3300028087_4;3300028087.a:Ga0255354_1001509;3300028087_4___00530;1386;-;11797;13182;VR;-;11797;11910;begin;11123;11172;114;50;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300028087;829729;58;OTU-12014;Terrestrial;Peat;Peat;Soil;d__Bacteria;p__Patescibacteria
3300023228_4;3300023228.a:Ga0224530_1002654;3300023228_4___00088;1386;+;2318;3703;VR;+;3585;3701;end;4327;4376;117;50;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300023228;874866;42;OTU-12014;Terrestrial;Peat;Peat;Soil;d__Bacteria;p__Patescibacteria
3300029498_8;3300029498.a:Ga0244218_100034;3300029498_8___01367;630;+;136936;137565;VR;+;137442;137539;end;169790;169839;98;50;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029498;2957714;23;OTU-8646;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029498_8;3300029498.a:Ga0244218_100034;3300029498_8___01408;1296;+;167940;169235;VR;+;169089;169218;end;169790;169839;130;50;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029498;2957714;23;OTU-8646;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029498_8;3300029498.a:Ga0244218_100067;3300029498_8___01933;1098;-;56108;57205;VR;-;56128;56231;begin;55561;55610;104;50;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029498;2957714;23;OTU-8646;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029498_8;3300029498.a:Ga0244218_100067;3300029498_8___01983;1263;-;94068;95330;VR;-;94421;94525;middle;55561;55610;105;50;16;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029498;2957714;23;OTU-8646;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300028277_9;3300028277.a:Ga0257116_1002205;3300028277_9___00190;3375;+;2271;5645;VR;+;2637;2770;begin;606;655;134;50;21;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300028277;2937539;184;OTU-13522;Aquatic;Marine;Marine;Marine;d__Bacteria;p__Proteobacteria
3300028277_9;3300028277.a:Ga0257116_1000382;3300028277_9___01395;525;-;48;572;VR;-;53;176;begin;2124;2173;124;50;18;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300028277;2937539;184;OTU-13522;Aquatic;Marine;Marine;Marine;d__Bacteria;p__Proteobacteria
3300028277_9;3300028277.a:Ga0257116_1000382;3300028277_9___01398;1167;-;2761;3927;VR;-;2766;2889;begin;2124;2173;124;50;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300028277;2937539;184;OTU-13522;Aquatic;Marine;Marine;Marine;d__Bacteria;p__Proteobacteria
3300028068_5;3300028068.a:Ga0255355_1000939;3300028068_5___00683;1386;+;2067;3452;VR;+;3337;3450;end;4076;4125;114;50;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300028068;868821;39;OTU-12014;Terrestrial;Peat;Peat;Soil;d__Bacteria;p__Patescibacteria
3300014789_12;3300014789.a:Ga0134406_1000033;3300014789_12___00209;912;+;98768;99679;VR;+;99582;99644;end;101772;101821;63;50;22;2;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014789;1993734;65;OTU-14647;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Proteobacteria
3300014789_12;3300014789.a:Ga0134406_1000033;3300014789_12___00209;912;+;98768;99679;VR;+;99583;99638;end;102029;102078;56;50;16;3;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014789;1993734;65;OTU-14647;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Proteobacteria
3300014789_12;3300014789.a:Ga0134406_1000033;3300014789_12___00209;912;+;98768;99679;VR;+;99558;99676;end;102289;102338;119;50;20;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014789;1993734;65;OTU-14647;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Proteobacteria
3300025254_13;3300025254.a:Ga0209148_1000021;3300025254_13___01053;357;+;298253;298609;VR;+;298508;298598;end;299674;299723;91;50;9;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300025254;5250061;36;OTU-12405;Host-associated;Plants;Rhizoplane;Arabidopsis root;d__Bacteria;p__Proteobacteria
3300025254_13;3300025254.a:Ga0209148_1000021;3300025254_13___01054;468;+;298670;299137;VR;+;299026;299117;end;299674;299723;92;50;8;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300025254;5250061;36;OTU-12405;Host-associated;Plants;Rhizoplane;Arabidopsis root;d__Bacteria;p__Proteobacteria
3300027835_151;3300027835.a:Ga0209515_10000605;3300027835_151___00142;663;+;34571;35233;VR;+;35087;35227;end;35627;35676;141;50;23;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300027835;918019;15;OTU-10706;Aquatic;Freshwater;Freshwater;Groundwater;d__Bacteria;p__Patescibacteria
3300029820_17;3300029820.a:Ga0245026_100358;3300029820_17___00233;1080;-;14223;15302;VR;-;14231;14338;begin;13529;13578;108;50;18;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029820;2757508;121;OTU-9180;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029820_17;3300029820.a:Ga0245026_100358;3300029820_17___00285;1179;-;52060;53238;VR;-;52076;52184;begin;13529;13578;109;50;16;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029820;2757508;121;OTU-9180;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029820_17;3300029820.a:Ga0245026_101004;3300029820_17___01073;1050;-;9378;10427;VR;-;9392;9509;begin;8668;8717;118;50;9;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029820;2757508;121;OTU-9180;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300014552_8;3300014552.a:Ga0134450_100023;3300014552_8___00278;1569;-;120532;122100;VR;-;121485;121589;end;123494;123541;105;48;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014552;2468316;67;OTU-4620;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300014552_8;3300014552.a:Ga0134450_100023;3300014552_8___00314;702;-;146135;146836;VR;-;146319;146369;begin;121508;121555;51;48;5;3;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014552;2468316;67;OTU-4620;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300014552_8;3300014552.a:Ga0134450_100023;3300014552_8___00314;702;-;146135;146836;VR;-;146300;146403;middle;123494;123541;104;48;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014552;2468316;67;OTU-4620;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300014552_8;3300014552.a:Ga0134450_100055;3300014552_8___01388;1707;-;13015;14721;VR;-;13968;14089;middle;15946;15993;122;48;11;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300014552;2468316;67;OTU-4620;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029692_16;3300029692.a:Ga0245170_100133;3300029692_16___01084;663;-;41924;42586;VR;-;42055;42175;middle;44038;44101;121;64;18;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029692;2137562;42;OTU-13733;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029692_16;3300029692.a:Ga0245170_100133;3300029692_16___01115;651;-;63822;64472;VR;-;63953;64053;middle;44038;44101;101;64;20;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029692;2137562;42;OTU-13733;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029692_16;3300029692.a:Ga0245170_100103;3300029692_16___01579;636;+;94638;95273;VR;+;95147;95263;end;115509;115562;117;54;17;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029692;2137562;42;OTU-13733;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300029692_16;3300029692.a:Ga0245170_100103;3300029692_16___01606;1269;+;113680;114948;VR;+;114815;114940;end;115509;115562;126;54;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029692;2137562;42;OTU-13733;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Firmicutes_A
3300022849_5;3300022849.a:Ga0224531_1000159;3300022849_5___00247;1419;+;35292;36710;VR;+;36559;36642;end;37314;37338;84;25;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300022849;807240;41;OTU-12014;Terrestrial;Peat;Peat;Soil;d__Bacteria;p__Patescibacteria
3300029118_15;3300029118.a:Ga0168844_100043;3300029118_15___00487;1143;-;90528;91670;VR;-;90535;90660;begin;89997;90046;126;50;11;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029118;2208322;51;OTU-6831;Host-associated;Human;Digestive system;Host-associated;d__Bacteria;p__Firmicutes_A
3300029118_15;3300029118.a:Ga0168844_100133;3300029118_15___00761;1296;+;96260;97555;VR;+;97415;97532;end;97727;97776;118;50;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029118;2208322;51;OTU-6831;Host-associated;Human;Digestive system;Host-associated;d__Bacteria;p__Firmicutes_A
3300029227_13;3300029227.a:Ga0168687_100074;3300029227_13___00784;1296;-;63214;64509;VR;-;63252;63358;begin;62609;62658;107;50;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029227;2645241;37;OTU-6831;Host-associated;Human;Digestive system;Host-associated;d__Bacteria;p__Firmicutes_A
3300029227_13;3300029227.a:Ga0168687_100074;3300029227_13___00824;630;-;93668;94297;VR;-;93679;93789;begin;62609;62658;111;50;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029227;2645241;37;OTU-6831;Host-associated;Human;Digestive system;Host-associated;d__Bacteria;p__Firmicutes_A
3300029227_13;3300029227.a:Ga0168687_100025;3300029227_13___01500;1296;+;51948;53243;VR;+;53103;53220;end;53416;53465;118;50;11;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029227;2645241;37;OTU-6831;Host-associated;Human;Digestive system;Host-associated;d__Bacteria;p__Firmicutes_A
3300029881_15;3300029881.a:Ga0245307_1000580;3300029881_15___00029;1434;+;13830;15263;VR;+;15185;15250;end;15737;15774;66;38;10;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029881;2378229;48;OTU-6928;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300029881_15;3300029881.a:Ga0245307_1000580;3300029881_15___00029;1434;+;13830;15263;VR;+;15191;15229;end;22537;22574;39;38;7;2;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029881;2378229;48;OTU-6928;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300029881_15;3300029881.a:Ga0245307_1000580;3300029881_15___00035;1320;+;20698;22017;VR;+;21945;21988;end;15737;15774;44;38;11;3;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029881;2378229;48;OTU-6928;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300029881_15;3300029881.a:Ga0245307_1000580;3300029881_15___00035;1320;+;20698;22017;VR;+;21889;22002;end;22537;22574;114;38;22;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029881;2378229;48;OTU-6928;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300029090_7;3300029090.a:Ga0169218_100209;3300029090_7___00235;7014;+;43061;50074;VR;+;49893;50007;end;22970;23039;115;70;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029090;3375183;157;OTU-1996;Host-associated;Human;Digestive system;Human host-associated;d__Bacteria;p__Bacteroidota
3300029090_7;3300029090.a:Ga0169218_101144;3300029090_7___00754;4137;-;7118;11254;VR;-;7178;7295;begin;6829;6878;118;50;25;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029090;3375183;157;OTU-1996;Host-associated;Human;Digestive system;Human host-associated;d__Bacteria;p__Bacteroidota
3300029090_7;3300029090.a:Ga0169218_100371;3300029090_7___01045;6558;-;4772;11329;VR;-;4834;4951;begin;4271;4308;118;38;16;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029090;3375183;157;OTU-1996;Host-associated;Human;Digestive system;Human host-associated;d__Bacteria;p__Bacteroidota
3300025858_89;3300025858.a:Ga0209099_1000056;3300025858_89___00482;957;+;53959;54915;VR;+;54776;54889;end;55602;55662;114;61;20;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300025858;631583;15;OTU-10183;Engineered;Wastewater;Anaerobic digestor;Anaerobic digestor sludge;d__Bacteria;p__Patescibacteria
3300025858_89;3300025858.a:Ga0209099_1001947;3300025858_89___00567;846;-;13401;14246;VR;-;13403;13539;begin;12695;12744;137;50;17;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300025858;631583;15;OTU-10183;Engineered;Wastewater;Anaerobic digestor;Anaerobic digestor sludge;d__Bacteria;p__Patescibacteria
3300029622_37;3300029622.a:Ga0245124_1003470;3300029622_37___01819;369;+;45;413;VR;+;316;378;end;2099;2148;63;50;16;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029622;1793990;77;OTU-14647;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Proteobacteria
3300029622_37;3300029622.a:Ga0245124_1003470;3300029622_37___01819;369;+;45;413;VR;+;319;372;end;2356;2405;54;50;11;2;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029622;1793990;77;OTU-14647;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Proteobacteria
3300029622_37;3300029622.a:Ga0245124_1003470;3300029622_37___01819;369;+;45;413;VR;+;292;410;end;2616;2665;119;50;17;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029622;1793990;77;OTU-14647;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Proteobacteria
3300012016_18;3300012016.a:Ga0120387_1003215;3300012016_18___01561;2472;-;2897;5368;VR;-;2899;3029;begin;1948;2001;131;54;20;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300012016;2291880;174;OTU-10201;Host-associated;Mammals;Digestive system;Sheep rumen;d__Bacteria;p__Bacteroidota
3300012016_18;3300012016.a:Ga0120387_1002283;3300012016_18___01593;2292;+;5500;7791;VR;+;7638;7783;end;9822;9871;146;50;17;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300012016;2291880;174;OTU-10201;Host-associated;Mammals;Digestive system;Sheep rumen;d__Bacteria;p__Bacteroidota
3300029748_16;3300029748.a:Ga0245205_1000067;3300029748_16___01281;1323;-;114628;115950;VR;-;114641;114754;begin;114066;114103;114;38;19;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029748;2831730;51;OTU-6928;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300029748_16;3300029748.a:Ga0245205_1000067;3300029748_16___01324;534;-;150598;151131;VR;-;150677;150756;begin;114066;114103;80;38;10;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029748;2831730;51;OTU-6928;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300029748_16;3300029748.a:Ga0245205_1000076;3300029748_16___02462;1347;-;52981;54327;VR;-;53003;53086;begin;52386;52435;84;50;13;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029748;2831730;51;OTU-6928;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300029748_16;3300029748.a:Ga0245205_1000076;3300029748_16___02498;459;-;82766;83224;VR;-;82775;82875;begin;52386;52435;101;50;14;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300029748;2831730;51;OTU-6928;Host-associated;Human;Digestive system;Human fecal;d__Bacteria;p__Bacteroidota
3300017434_8;3300017434.a:Ga0185313_10000370;3300017434_8___01384;366;+;22552;22917;VR;+;22797;22910;end;26358;26407;114;50;15;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300017434;3005284;188;OTU-522;Aquatic;Freshwater;Freshwater;Wastewater;d__Bacteria;p__Proteobacteria
3300017434_8;3300017434.a:Ga0185313_10000370;3300017434_8___01392;372;+;25402;25773;VR;+;25650;25762;middle;26358;26407;113;50;12;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300017434;3005284;188;OTU-522;Aquatic;Freshwater;Freshwater;Wastewater;d__Bacteria;p__Proteobacteria
3300017434_8;3300017434.a:Ga0185313_10000415;3300017434_8___02714;2124;-;4087;6210;VR;-;4097;4215;begin;3556;3639;119;84;15;1;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300017434;3005284;188;OTU-522;Aquatic;Freshwater;Freshwater;Wastewater;d__Bacteria;p__Proteobacteria
3300025575_9;3300025575.a:Ga0209430_1000272;3300025575_9___02253;1215;+;41268;42482;VR;+;42349;42466;end;42577;42614;118;38;23;0;Prodigal:002006;CDS;CDS;;;;hypothetical protein;3300025575;4804947;80;OTU-15184;Terrestrial;Soil;Soil;Arctic peat soil;d__Bacteria;p__Bacteroidota
